date,nav_xgb,nav_rf,index
2024-07-23,0.970514427005779,0.9503503560329508,0.9589190487348016
2024-07-24,0.9487066638600351,0.946496443650238,0.94856480167702
2024-07-25,0.9462532981829253,0.9538206421160628,0.9493114766131836
2024-07-26,0.9600724797685444,0.9647426926329332,0.9572734383456608
2024-07-29,0.9529474596365957,0.9607277729595404,0.940952573708053
2024-07-30,0.9833250965251631,0.985813474282341,0.9441678636958536
2024-07-31,0.9711122791218828,0.9840536486622007,0.9885280676637759
2024-08-01,0.9596679819403348,0.9560734977506524,0.9825399075479461
2024-08-02,0.9307608898320255,0.9300349002546487,0.9649730332661969
2024-08-05,0.9477292806867122,0.9672130458400786,0.9365629495508381
2024-08-06,0.9439198311641067,0.9649593897034654,0.9492862106758957
2024-08-07,0.911916386347156,0.9399059938032585,0.9409400737180262
2024-08-08,0.9019471883942202,0.9375525211723528,0.9427154712376559
2024-08-09,0.8717117775672603,0.9005941597224819,0.9382247833312899
2024-08-12,0.868766880851298,0.8930626332090082,0.9405992495218753
2024-08-13,0.8557787305786635,0.881053167911085,0.945141267174521
2024-08-14,0.842855366437018,0.8669643630037959,0.9320874212068448
2024-08-15,0.8469858169651947,0.8748364506678864,0.9408912705654756
2024-08-16,0.8196547767139939,0.8499664218829054,0.9377976560125085
2024-08-19,0.8043628214166553,0.8388392417565075,0.9352674718610597
2024-08-20,0.8030677586862286,0.8315443667267639,0.9222374290658811
2024-08-21,0.7971528065172478,0.8225267026937532,0.9197275906428799
2024-08-22,0.7771496857317263,0.8061811245763354,0.9116092460564528
2024-08-23,0.7903113848113681,0.8103002948270219,0.9119124373039066
2024-08-26,0.7719344127721497,0.7929802020491413,0.9075773343797866
2024-08-27,0.774811365558756,0.7935362180769403,0.896737582390227
2024-08-28,0.7818217716080367,0.7946220519045305,0.8925789420912699
2024-08-29,0.7951758554608623,0.8076379608726216,0.9037159012905045
2024-08-30,0.7824868855487971,0.7903301907761594,0.92308942306695
2024-09-02,0.7963098168761515,0.7993873299426206,0.8909710976294436
2024-09-03,0.7923098542022669,0.7941451556208212,0.8975462253620544
2024-09-04,0.7821797755317811,0.78700572630473,0.8939938345793875
2024-09-05,0.7636071804189659,0.7610252187875367,0.8926382505545875
2024-09-06,0.7559250332685327,0.7604785286566081,0.8807664515161292
2024-09-09,0.7589073233935132,0.7585749441590612,0.8709284274507229
2024-09-10,0.7522260701121893,0.7553233875195136,0.8776780231292368
2024-09-11,0.7538667487471675,0.7538462895690984,0.883419507909967
2024-09-12,0.7457548003786816,0.7453960939121019,0.8761344073395686
2024-09-13,0.7454284699691834,0.749358895659471,0.8710705815926211
2024-09-18,0.748868106880722,0.7436456175274484,0.8609152705463267
2024-09-19,0.7433909974300399,0.733759558583063,0.8663104790075965
2024-09-20,0.7380302690206426,0.7217743735097859,0.8621797642182731
2024-09-23,0.7602146987895035,0.7379213207033992,0.8551083602858828
2024-09-24,0.7670477173845931,0.7406480507060101,0.8870318720490382
2024-09-25,0.7915895366161172,0.760932341626906,0.8874167121675168
2024-09-26,0.858764001425885,0.8221917111504455,0.9217402220157802
2024-09-27,0.9938600130423948,0.9520393377620299,0.9840626456946975
2024-09-30,1.152973451230109,1.0663750980373028,1.160059180803845
2024-10-14,1.1253634334854405,1.0366945469973876,1.1949765093364362
2024-10-15,1.107926940743147,1.0174928715799731,1.1599665204749539
2024-10-16,1.099347082601254,1.015171223580242,1.1301062778029805
2024-10-17,1.1737963568304544,1.0827090118869378,1.13450338466367
2024-10-18,1.1975802401687716,1.1433177061805597,1.262995127198061
2024-10-21,1.2332284969684522,1.1266070948463378,1.291017520644774
2024-10-22,1.2317894504116662,1.1468238542560063,1.2722517391902155
2024-10-23,1.2139666204948638,1.117978358672885,1.26362800498759
2024-10-24,1.2695643411192523,1.1408125957411492,1.2616265160728675
2024-10-25,1.2769188527670459,1.1640877832069694,1.279197263202174
2024-10-28,1.2433131990439341,1.1390365489228467,1.2731885376963714
2024-10-29,1.2448216894937478,1.1031958483012279,1.2587500452223768
2024-10-30,1.2758244233580116,1.1702206777881565,1.2373918394129952
2024-10-31,1.2138770013203521,1.1353398112927222,1.2511049228219528
2024-11-01,1.2344711071638859,1.1557160684416898,1.2127977490818678
2024-11-04,1.2884316958115312,1.2273005326090511,1.2320304456756015
2024-11-05,1.3374290459226559,1.2561405093618474,1.2855895353618263
2024-11-06,1.3646631207876574,1.268739282322731,1.2880749744622613
2024-11-07,1.405525108379573,1.3107646139405458,1.327235578223177
2024-11-08,1.4888897014034121,1.3840932471966505,1.3236185990618556
2024-11-11,1.4397796245246233,1.3498955978149092,1.385820780958134
2024-11-12,1.444667269475764,1.356028450913814,1.3557539238202072
2024-11-13,1.3700548576093585,1.2705348682990498,1.3697287274895982
2024-11-14,1.3204842611006924,1.210154654885919,1.325786050626932
2024-11-15,1.32388404502714,1.1893135228172969,1.2735962173328155
2024-11-18,1.36432670173985,1.226281045987273,1.2501572838316373
2024-11-19,1.4131069765134712,1.2813431630904475,1.2879719898627418
2024-11-20,1.434017962481014,1.276588858543971,1.2938107520633222
2024-11-21,1.3743857497115237,1.2278668183116161,1.3053272178426778
2024-11-22,1.3555254103499919,1.2093506165233976,1.2509824511616223
2024-11-25,1.3643746162943962,1.208726123461058,1.2362293265402233
2024-11-26,1.3931156605697324,1.2386047902713677,1.2280632156332074
2024-11-27,1.3799265557943872,1.227483648084522,1.2724335754066605
2024-11-28,1.3795345982485907,1.2336801065775986,1.2694767042986503
2024-11-29,1.4173870880284047,1.2896527173639898,1.300072680306289
2024-12-02,1.4059405681953854,1.2976218354563325,1.310906840850482
2024-12-03,1.3606997509705998,1.2724350309703554,1.2973283601198438
2024-12-04,1.3709789348287564,1.3071015952618257,1.2897049186877398
2024-12-05,1.3565096614555487,1.2919387269806784,1.2929138310524688
2024-12-06,1.351474090614375,1.272140679620536,1.3091772674134383
2024-12-09,1.3513361139045372,1.2975075848468762,1.2948985430274205
2024-12-10,1.3682530578165304,1.3104260799131389,1.304614456009161
2024-12-11,1.3405299969026818,1.295569183570326,1.299810314778942
2024-12-12,1.3398768400045937,1.282979530569882,1.3045944527348183
2024-12-13,1.2868297653090648,1.2449766330283487,1.2773397978627195
2024-12-16,1.2018915844065496,1.176264408605226,1.2586168621312694
2024-12-17,1.2465970248413274,1.1992475522612542,1.2483029157733712
2024-12-18,1.242078972818165,1.203166736490863,1.2666753425169828
2024-12-19,1.2664924690924095,1.2424112127576101,1.2815025437801413
2024-12-20,1.196712508642897,1.1882225705563076,1.3049998094103707
2024-12-23,1.2020720036018617,1.1788546740993304,1.2887365021027841
2024-12-24,1.176118446887938,1.134620619937619,1.308623241240835
2024-12-25,1.2077815444184956,1.1740966661959438,1.3129332370680962
2024-12-26,1.1910841916137909,1.1650239521588706,1.3254077951617789
2024-12-27,1.178680005432435,1.1586135689503068,1.3145111727802834
2024-12-30,1.1286570459912308,1.1288538901537817,1.3171615421040093
2024-12-31,1.0822873855079627,1.0946049625652172,1.2762535555392154
2025-01-02,1.052057654633669,1.035711380072455,1.2328900702588093
2025-01-03,1.018509944455145,1.008845804810417,1.215449408939422
2025-01-06,1.055332524748725,1.052432655490035,1.2114328805047767
2025-01-07,1.070015395668972,1.0514407241341486,1.246048740335015
2025-01-08,1.1034652942820053,1.0679852982348266,1.2455191052517713
2025-01-09,1.081371095285048,1.042466333869832,1.240770069816032
2025-01-10,1.0837422738713243,1.0496646104208363,1.2267706169505155
2025-01-13,1.1430464601667092,1.1131474457038353,1.2288277278732493
2025-01-14,1.1533961464610567,1.1141670602568727,1.2670193988356777
2025-01-15,1.1348847115922533,1.0965329096582235,1.2617044643161122
2025-01-16,1.1305857699399309,1.0811117917611657,1.234262036771957
2025-01-17,1.136002767945668,1.0685415407251346,1.2465306256666009
2025-01-20,1.1199514209659884,1.0711997908590063,1.249586609772645
2025-01-21,1.116196457778478,1.0544245770531084,1.25994288564012
2025-01-22,1.114615833849269,1.0461626586061001,1.2587092643533941
2025-01-23,1.1486807767840748,1.1032211078224752,1.2467928621405657
2025-01-24,1.113939496027651,1.0519964321721156,1.2580565123429055
2025-01-27,1.1421914126003776,1.0767359607933469,1.2325759543249362
2025-02-05,1.1978401241120469,1.1300947161703003,1.268373685035375
2025-02-06,1.2188067600218901,1.150863804896266,1.3050134890689533
2025-02-07,1.2644456514909368,1.1886673809704782,1.314794315902271
2025-02-10,1.2346009354442287,1.1687709825428658,1.337980691933199
2025-02-11,1.2693277838922012,1.1927975967151123,1.3220385984955423
2025-02-12,1.2559152478530007,1.1670543722009596,1.3436220024580088
2025-02-13,1.2781016065153104,1.2011827966328514,1.3125858253614464
2025-02-14,1.305895557580456,1.2370171620774215,1.3195236061704336
2025-02-17,1.244989326343827,1.2183006137078751,1.3386797741081335
2025-02-18,1.2868613407125575,1.2509744262081073,1.3049468975234
2025-02-19,1.3166893752853022,1.280462666728936,1.3351482282862632
2025-02-20,1.360480552737421,1.287224107685077,1.3332315274440771
2025-02-21,1.3713344262177156,1.2625387040211846,1.4128427525809428
2025-02-24,1.388056138001897,1.277126255766758,1.419656125928856
2025-02-25,1.4231329238129926,1.272645033188785,1.4233313081658456
2025-02-26,1.4158259550374241,1.2772337407558962,1.4541997158646947
2025-02-27,1.3100944154127598,1.2137761519223607,1.4535114741739203
2025-02-28,1.319882857188574,1.2230074257162196,1.3922247969756265
2025-03-03,1.3589579206912115,1.2443948957142033,1.3709993870972041
2025-03-04,1.3546149037460453,1.262506858928831,1.3946344817403244
2025-03-05,1.3736748155367469,1.301074287090981,1.3987022443679642
2025-03-06,1.442840478405243,1.3346457100813982,1.4474427388450897
2025-03-07,1.4431572242213089,1.3370812836769697,1.4294245636374192
2025-03-10,1.474088445380041,1.3837841185230226,1.4262513990597416
2025-03-11,1.4718416090088844,1.403222230764298,1.4205445294164407
2025-03-12,1.4203216668468797,1.3643664530130777,1.4101765096911258
2025-03-13,1.4519632701506222,1.4022038035282829,1.3804881661251172
2025-03-14,1.4600603790503432,1.4283128749590994,1.4042459905353342
2025-03-17,1.4521431054589038,1.4235476944341612,1.3979231490956587
2025-03-18,1.431544634453515,1.43550222297852,1.4064565459302847
2025-03-19,1.430565020287092,1.4345381500721082,1.3898238878409628
2025-03-20,1.4051290609439184,1.3998617172585155,1.3741512578667106
2025-03-21,1.3831912860458722,1.373087421680698,1.3458881798609703
2025-03-24,1.3596995174997384,1.3464592161122582,1.3498230175042678
2025-03-25,1.3672439118214539,1.3515120562855336,1.3314398793298787
2025-03-26,1.3708342202122294,1.3450054209742965,1.3280300308480422
2025-03-27,1.3608595263913386,1.3684594142003417,1.3428905278839778
2025-03-28,1.346655762121758,1.365727662309052,1.3285738618034
2025-03-31,1.371154013764413,1.3667205604500077,1.319846884894489
2025-04-01,1.3882836376581495,1.390939098015389,1.3219911068506511
2025-04-02,1.387568574866334,1.3917379432121602,1.319891150204809
2025-04-03,1.1563825360398157,1.1675087058491052,1.313856743075818
2025-04-07,1.1899338211494286,1.1914885750692075,1.192676907107315
2025-04-08,1.2326333290482108,1.229045404912232,1.213218592163363
2025-04-09,1.2500737013605447,1.281215071420947,1.265457207636199
2025-04-10,1.2878925067030926,1.3357482399953857,1.279208619899865
2025-04-11,1.2929267402509181,1.338203542993894,1.3056439148442072
2025-04-14,1.2741571155514513,1.31998715025914,1.3089670394527642
2025-04-15,1.244543540259906,1.3010434440309333,1.2987151677720201
2025-04-16,1.2351209833409298,1.3170739441933565,1.3092579257777226
2025-04-17,1.2179624898548849,1.3145002089499558,1.3122300251849095
2025-04-18,1.221952163901197,1.3393053175841394,1.301628547890007
2025-04-21,1.2372267956864582,1.3673761539108105,1.3155842516587348
2025-04-22,1.2046237587748272,1.334041756859139,1.31146383525089
2025-04-23,1.1938755904508866,1.3305967500952398,1.3068558551626128
2025-04-24,1.1704857657736756,1.3068723645140414,1.294813109687968
2025-04-25,1.174783950347816,1.3128843208774017,1.2964338911232638
2025-04-28,1.1710767325656857,1.316131589273089,1.2941884913149422
2025-04-29,1.206666947445045,1.354693193619809,1.295523935720742
2025-04-30,1.248114510430275,1.4033171425144966,1.3065577418482142
2025-05-06,1.2659169435357642,1.421225956988059,1.3247594309663064
2025-05-07,1.300743250726072,1.4397329536975856,1.3294894955547658
2025-05-08,1.2896327338898683,1.4357276851966136,1.3246541234058955
2025-05-09,1.32781130281072,1.4664672161177152,1.2986885827751509
2025-05-12,1.3050318402147096,1.4166882371138187,1.3050283302079806
2025-05-13,1.2946680233416878,1.397350450769117,1.3030290352007663
2025-05-14,1.2821826399731096,1.395828411206261,1.308307060452835
2025-05-15,1.2966358024494793,1.4088739619064208,1.2917839686855581
2025-05-16,1.2980417078506743,1.4273901725258344,1.2843864997268357
2025-05-19,1.3162112006975304,1.4426486380834997,1.2844098583891328
2025-05-20,1.2859398902121086,1.4247741941160506,1.2875363056422162
2025-05-21,1.266381656502931,1.394018033389816,1.28470926223736
2025-05-22,1.2603934894119664,1.3738524274934585,1.2785463179390437
2025-05-23,1.2621829458228289,1.3559511972210943,1.2654692096008033
2025-05-26,1.2542959832902763,1.3627760843388843,1.2676404037139826
2025-05-27,1.254338500410051,1.3792449837413663,1.255585785328115
2025-05-28,1.2915856821301555,1.388504942732198,1.2526438844125163
2025-05-29,1.302479749832293,1.41649417015254,1.2728560961821314
2025-05-30,1.3262109610076387,1.4389316811062896,1.260885749655269
2025-06-03,1.3290940027820939,1.4504606717098707,1.2669302229481227
2025-06-04,1.3280837059695496,1.4685994877191304,1.2726090880073437
2025-06-05,1.3613677983951111,1.4751021715184671,1.2858971986265546
2025-06-06,1.3775757985903208,1.5118131957947791,1.2797478049334385
2025-06-09,1.3801955330592677,1.4966993531603294,1.287451775676445
2025-06-10,1.3815095584227866,1.494383631415825,1.2684712493928132
2025-06-11,1.4245270151898133,1.5217146621249324,1.2659269619497957
2025-06-12,1.3998507863301273,1.4829643284609713,1.2621073689773894
2025-06-13,1.3963440743961177,1.507182511815293,1.2556130155918974
2025-06-16,1.3649521102325677,1.484973110163091,1.2529681955636347
2025-06-17,1.360402401228018,1.4832182733286945,1.2428917074301926
2025-06-18,1.3491652095442057,1.4735808169894844,1.2494678806604156
2025-06-19,1.3310933088419241,1.4489033612586317,1.2427106455340449
2025-06-20,1.338397678614351,1.4776550570236708,1.236165961329239
2025-06-23,1.3784009834256028,1.5057732529091699,1.2408338221871615
2025-06-24,1.3976380349766457,1.5148756373154306,1.2630637835977394
2025-06-25,1.3771033477032426,1.5145484158370157,1.284867997898273
2025-06-26,1.3553380207363184,1.5060419365793252,1.277592871546499
2025-06-27,1.4089289589939968,1.508681707538695,1.275319983367629
2025-06-30,1.4266873258358201,1.5284600888853017,1.2949393238964009
2025-07-01,1.3969341730721578,1.481139269142951,1.2838167290415237
2025-07-02,1.4037281905841639,1.5037693566486747,1.2681252572733746
2025-07-03,1.4203383584510423,1.5052280525271762,1.2711098748586986
2025-07-04,1.4331555725847334,1.5092170896005055,1.2709200373325167
2025-07-07,1.4484227123018063,1.5033432728199134,1.2625203398025302
2025-07-08,1.487380539085216,1.5225883952655217,1.2801425792315964
2025-07-09,1.4933407524897346,1.5436341111513014,1.2687381317885602
2025-07-10,1.515996243095365,1.5528844595185158,1.2647090851757778
2025-07-11,1.5285065394979163,1.5679705244881539,1.2833689138030109
2025-07-14,1.5685173307698363,1.6067161712074216,1.2807110593830797
2025-07-15,1.5814983363704802,1.6261972650338838,1.285688519306475
2025-07-16,1.6070711976428904,1.6328682199207631,1.2874751343387416
2025-07-17,1.6253569133340515,1.636843822732297,1.2978227636295652
2025-07-18,1.6347203717844152,1.634380764178612,1.300245353732549
